date	doctorants	étudiants	entrepreneurs	institutions	chercheurs	artistes	habitants	startup	associations	collectivités	industriels
26-Jun-15	6.95625	19.865416666667	12.559166666667	16.934166666667	14.947916666667	2.8145833333333	0	1.4875	0.35	0	0
29-Jun-15	6.95625	19.865416666667	12.559166666667	16.934166666667	15.210416666667	3.0770833333333	0	1.4875	0.35	0	0
29-Jun-15	6.95625	21.265416666667	12.559166666667	16.934166666667	15.210416666667	3.0770833333333	0	1.4875	0.35	0	0
29-Jun-15	6.95625	21.265416666667	12.559166666667	16.934166666667	15.210416666667	3.0770833333333	0	1.4875	0.35	0	0
30-Jun-15	6.95625	21.265416666667	12.559166666667	16.934166666667	15.385416666667	3.2520833333333	0	1.4875	0.35	0	0
30-Jun-15	6.95625	21.265416666667	12.821666666667	16.934166666667	15.385416666667	3.2520833333333	0	1.4875	0.35	0	0
01-Jul-15	6.95625	21.265416666667	12.821666666667	16.934166666667	15.560416666667	3.4270833333333	0	1.4875	0.35	0	0
01-Jul-15	6.95625	21.265416666667	12.821666666667	16.934166666667	15.560416666667	3.4270833333333	0	1.4875	0.35	0	0
02-Jul-15	6.95625	21.265416666667	12.821666666667	16.934166666667	15.735416666667	3.6020833333333	0	1.4875	0.35	0	0
03-Jul-15	6.95625	21.265416666667	12.821666666667	16.934166666667	15.735416666667	3.6020833333333	0	1.4875	0.35	0	0
06-Jul-15	6.95625	21.265416666667	12.821666666667	16.934166666667	15.735416666667	3.6020833333333	0	1.4875	0.35	0	0
08-Jul-15	6.95625	21.265416666667	12.996666666667	16.934166666667	15.735416666667	3.6020833333333	0	1.4875	0.35	0	0.175
08-Jul-15	6.95625	21.265416666667	12.996666666667	16.934166666667	15.735416666667	3.6020833333333	0	1.4875	0.35	0	0.175
09-Jul-15	6.95625	21.265416666667	12.996666666667	16.934166666667	15.735416666667	3.6020833333333	0	1.4875	0.35	0	0.175
13-Jul-15	6.95625	21.265416666667	12.996666666667	16.934166666667	15.735416666667	3.6020833333333	0	1.4875	0.35	0	0.175
15-Jul-15	6.95625	21.265416666667	12.996666666667	17.634166666667	15.735416666667	3.6020833333333	0	1.4875	0.35	0	0.175
16-Jul-15	6.95625	21.265416666667	12.996666666667	17.634166666667	15.735416666667	3.6020833333333	0	1.4875	0.35	0	0.175
20-Jul-15	6.95625	21.265416666667	12.996666666667	17.634166666667	15.735416666667	3.6020833333333	0	1.4875	0.35	0	0.175
21-Jul-15	6.95625	21.265416666667	12.996666666667	17.984166666667	15.735416666667	3.6020833333333	0	1.4875	0.35	0	0.175
22-Jul-15	6.95625	21.265416666667	12.996666666667	17.984166666667	15.735416666667	3.6020833333333	0	1.4875	0.35	0	0.175
24-Jul-15	6.95625	21.265416666667	13.113333333333	18.100833333333	15.852083333333	3.6020833333333	0	1.4875	0.35	0	0.175
27-Jul-15	6.95625	21.265416666667	13.113333333333	18.100833333333	15.852083333333	3.6020833333333	0	1.4875	0.35	0	0.175
29-Jul-15	6.95625	21.265416666667	13.113333333333	18.100833333333	15.852083333333	3.6020833333333	0	1.4875	0.35	0	0.175
31-Jul-15	6.95625	21.265416666667	13.113333333333	18.100833333333	15.852083333333	3.6020833333333	0	1.4875	0.35	0	0.175
02-Sep-15	6.95625	21.265416666667	13.113333333333	18.100833333333	16.902083333333	3.6020833333333	0	1.4875	0.35	0	0.175
03-Sep-15	6.95625	22.315416666667	13.113333333333	18.100833333333	16.902083333333	3.6020833333333	0	1.4875	0.35	0	0.175
04-Sep-15	6.95625	22.315416666667	13.113333333333	18.100833333333	17.952083333333	3.6020833333333	0	1.4875	0.35	0	0.175
05-Sep-15	6.95625	22.315416666667	13.113333333333	18.100833333333	19.002083333333	3.6020833333333	0	1.4875	0.35	0	0.175
08-Sep-15	6.95625	22.315416666667	13.113333333333	18.100833333333	19.002083333333	3.6020833333333	0	1.4875	0.35	0	0.175
11-Sep-15	6.95625	22.315416666667	13.113333333333	18.100833333333	19.002083333333	3.6020833333333	0	1.4875	0.35	0	0.175
14-Sep-15	6.95625	22.315416666667	13.23	18.2175	19.11875	3.6020833333333	0	1.4875	0.35	0	0.175
15-Sep-15	6.95625	22.315416666667	13.58	18.2175	19.11875	3.6020833333333	0	1.4875	0.35	0	0.175
18-Sep-15	6.95625	25.115416666667	13.58	18.2175	19.11875	3.6020833333333	0	1.4875	0.35	0	0.175
